央视台,#genre#
北京卫视,http://hbwdc1.cdnhwc3.com/baiducdnct.inter.ptqy.gitv.tv/tslive/c16_lb_haoshengyin_1080p_t10/c16_lb_haoshengyin_1080p_t10.m3u8
北京卫视,http://101.71.255.229:6610/zjhs/2/10005/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京卫视,http://ml.fzszyx.com/tvshow.php?id=135_3
北京卫视,http://stream.cdjsxy.cn/bjws/sd/live.m3u8
北京卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228500/index.m3u8?fmt=ts2hls
浙江卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000295501.m3u8
浙江卫视,http://ali.m.l.cztv.com/channels/lantian/channel01/720p.m3u8
浙江卫视,http://hbwdc1.cdnhwc3.com/baiducdnct.inter.ptqy.gitv.tv/tslive/c16_lb_fengshang_1080p_t10/c16_lb_fengshang_1080p_t10.m3u8
浙江卫视,https://116.77.72.195/streams/d/zjws/playlist.m3u8
浙江卫视,http://101.71.255.229:6610/zjhs/2/10059/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226134/index.m3u8
浙江卫视,http://221.6.85.150:9000/live/zjws_800/zjws_800.m3u8
广东卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000292701.m3u8
广东卫视,http://101.71.255.229:6610/zjhs/2/10013/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广东卫视,http://ml.fzszyx.com/tvshow.php?id=146_3
广东卫视,http://nclive.grtn.cn/gdws/sd/live.m3u8
广东卫视,https://116.77.72.195/streams/d/gdws/playlist.m3u8
深圳卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000292201.m3u8
深圳卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shenzhen_2_hd.m3u8
深圳卫视,http://stream.guihet.com/tv/116.php?id=042
深圳卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228497/index.m3u8?fmt=ts2hls
东方卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000292401.m3u8
东方卫视,http://101.71.255.229:6610/zjhs/2/10009/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东方卫视,http://hw-stream.kksmg.com/live/dtvf76c11e8.m3u8
东方卫视,http://ml.fzszyx.com/tvshow.php?id=157_3
安微卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000298001.m3u8
安微卫视,http://101.71.255.229:6610/zjhs/2/10003/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽卫视,http://ml.fzszyx.com/tvshow.php?id=134_3
安徽卫视,https://116.77.72.195/streams/d/ahws/playlist.m3u8
安徽卫视,http://zbbf2.ahtv.cn/live/749.m3u8
安徽卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228506/index.m3u8?fmt=ts2hls
天津卫视,https://116.77.72.195/streams/d/tjws/playlist.m3u8
天津卫视,http://101.71.255.229:6610/zjhs/2/10048/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
天津卫视,http://ml.fzszyx.com/tvshow.php?id=136_3
天津卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=057&Provider_id=&Pcontent_id=index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226135/index.m3u8
天津卫视,http://111.40.205.87/PLTV/88888888/224/3221225740/index.m3u8
江西卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000294101.m3u8
江西卫视,http://ml.fzszyx.com/tvshow.php?id=296_3
江西卫视,http://101.71.255.229:6610/zjhs/2/10097/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西卫视,http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8
海南卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/travel_2_hd.m3u8
海南卫视,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/lyws/1300000/mnf.m3u8
海南卫视,http://ml.fzszyx.com/tvshow.php?id=151_2
海南卫视,http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
东南卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000292501.m3u8
东南卫视,http://101.71.255.229:6610/zjhs/2/10093/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视,http://ml.fzszyx.com/tvshow.php?id=145_3
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226046/index.m3u8
东南卫视,http://111.40.205.87/PLTV/88888888/224/3221225620/index.m3u8
黑龙江卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000293903.m3u8
黑龙江卫视,http://101.71.255.229:6610/zjhs/2/10020/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龙江卫视,http://ml.fzszyx.com/tvshow.php?id=113_2
黑龙江卫视,http://stream3.hljtv.com/hljws2/sd/live.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225980/index.m3u8
吉林卫视,http://101.71.255.229:6610/zjhs/2/10096/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视,http://ml.fzszyx.com/tvshow.php?id=148_2
吉林卫视,http://stream4.jlntv.cn/test2/sd/live.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225642/index.m3u8
吉林卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/jilin_2_hd.m3u8
辽宁卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000281301.m3u8
辽宁卫视,http://101.71.255.229:6610/zjhs/2/10098/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视,http://ml.fzszyx.com/tvshow.php?id=137_3
辽宁卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=018&Provider_id=&Pcontent_id=index.m3u8
辽宁卫视,https://116.77.72.195/streams/d/lnws/playlist.m3u8
辽宁卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228317/index.m3u8?fmt=ts2hls
广西卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000294201.m3u8
广西卫视,http://ml.fzszyx.com/tvshow.php?id=147_2
南方卫视,http://stream.guihet.com/tv/116.php?id=009
南方卫视,http://ml.fzszyx.com/tvshow.php?id=171_2
南方卫视,http://nclive.grtn.cn/tvs2/sd/live.m3u8
南方卫视,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8
重庆卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000297801.m3u8
重庆卫视,http://ml.fzszyx.com/tvshow.php?id=158_3
重庆卫视,http://qxlmlive.cbg.cn:1935/app_2/ls_67.stream/chunklist.m3u8
重庆卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229061/index.m3u8
重庆卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/chongqing_2_hd.m3u8
四川卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000295001.m3u8
四川卫视,http://101.71.255.229:6610/zjhs/2/10099/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川卫视,http://m3u8.sctv.com/tvlive/SCTV0/index.m3u8
四川卫视,http://scgctvshow.sctv.com/scgc/sctv1deu5453w/1.m3u8
四川卫视,http://ml.fzszyx.com/tvshow.php?id=141_3
贵州卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000293301.m3u8
贵州卫视,http://101.71.255.229:6610/zjhs/2/10094/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
贵州卫视,http://ml.fzszyx.com/tvshow.php?id=143_3
贵州卫视,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/gzws/1300000/mnf.m3u8
云南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229055/index.m3u8
云南卫视,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=013&Provider_id=&Pcontent_id=index.m3u8
云南卫视,http://edge1.yntv.cn/channels/yntv/ynws/m3u8:sd
云南卫视,http://111.40.205.76/PLTV/88888888/224/3221225636/index.m3u8
河北卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000293401.m3u8
河北卫视,http://live5.plus.hebtv.com/hbws/sd/live.m3u8
河北卫视,http://ml.fzszyx.com/tvshow.php?id=218_3
河北卫视,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/hbws/1300000/mnf.m3u8
河南卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000296101.m3u8
河南卫视,http://101.71.255.229:6610/zjhs/2/10095/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228468/index.m3u8
河南卫视,http://ml.fzszyx.com/tvshow.php?id=140_3
湖北卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000294501.m3u8
湖北卫视,http://101.71.255.229:6610/zjhs/2/10022/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视,http://live.cjyun.org/hubeitv/s10008-live-hbws.m3u8
湖北卫视,http://ml.fzszyx.com/tvshow.php?id=156_3
湖北卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228512/index.m3u8?fmt=ts2hls
山东卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000294801.m3u8
山东卫视,http://101.71.255.229:6610/zjhs/2/10040/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山东卫视,http://ml.fzszyx.com/tvshow.php?id=138_3
山东卫视,https://116.77.72.195/streams/d/sdws/playlist.m3u8
山东卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228308/index.m3u8?fmt=ts2hls
山东卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=005&Provider_id=&Pcontent_id=index.m3u8
山东卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shandong_2_hd.m3u8
山西卫视,http://live1.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiTV&start=0&provider=www.tvmining.com
山西卫视,http://ml.fzszyx.com/tvshow.php?id=149_2
山西卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shan1xi_2_hd.m3u8
陕西卫视,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=049&Provider_id=&Pcontent_id=index.m3u8
陕西卫视,http://stream.snrtv.com/sxtvs-star.m3u8
陕西卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shan3xi_2_hd.m3u8
陕西卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228272/index.m3u8?fmt=ts2hls
陕西卫视,http://111.40.205.76/PLTV/88888888/224/3221225625/index.m3u8
山西卫视,http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8
宁夏卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/ningxia_2_hd.m3u8
宁夏卫视,http://ml.fzszyx.com/tvshow.php?id=152_2
宁夏卫视,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/nxws/1300000/mnf.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225625/index.m3u8
青海卫视,http://live.geermurm.com/qhws/sd/live.m3u8
青海卫视,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=016&Provider_id=&Pcontent_id=index.m3u8
青海卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/qinghai_2_hd.m3u8
青海卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228287/index.m3u8?fmt=ts2hls
青海卫视,http://111.40.205.76/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ml.fzszyx.com/tvshow.php?id=150_2
青海卫视,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/qhws/1300000/mnf.m3u8
甘肃卫视,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
甘肃卫视,http://ml.fzszyx.com/tvshow.php?id=155_2
甘肃卫视,http://112.17.40.140/PLTV/88888888/224/3221226187/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225626/index.m3u8
新疆卫视,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=058&Provider_id=&Pcontent_id=index.m3u8
新疆卫视,http://livehyw2.sobeycache.com/xjtvs/zb01.m3u8
新疆卫视,http://ml.fzszyx.com/tvshow.php?id=154_2
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225629/index.m3u8
新疆卫视,http://112.29.151.141/azure-live.bestvcdn.com.cn/live/program/live/xjws/1300000/mnf.m3u8
兵团卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229046/index.m3u8
兵团卫视,http://222.82.234.246:1935/live/weishi.stream/playlist.m3u8
兵团卫视,http://ml.fzszyx.com/tvshow.php?id=346_2
西藏卫视,rtmp://video.vtibet.com/masvod/hanyuTV_q1
西藏卫视,http://ml.fzszyx.com/tvshow.php?id=153_2
西藏卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/xizang_2_hd.m3u8
内蒙古卫视,https://116.77.72.195/streams/d/nmws/playlist.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225631/index.m3u8
内蒙古卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228339/index.m3u8?fmt=ts2hls
延边卫视,http://live.ybtvyun.com/video/s10006-cys-sd/index.m3u8
海峡卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=024&Provider_id=&Pcontent_id=index.m3u8
港澳台,#genre#
凤凰资讯,http://liveali.ifeng.com/live/FHZX.m3u8
凤凰资讯,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=hls&accesstoken=R5E065037U31900104K773D55D4I853CE172PBM348F544V10400Z57EA5W15E44E79E96169F0&playtoken=ABCDEFGHIGK&programid=4200000045.m3u8
凤凰资讯,http://live.ergt4rt.wang/gangaotai.php?id=3
凤凰中文,http://liveali.ifeng.com/live/FHZW.m3u8
凤凰中文,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=hls&accesstoken=R5E065037U31900104K773D55D4I853CE172PBM348F544V10400Z57EA5W15E44E79E96169F0&playtoken=ABCDEFGHIGK&programid=4200000044.m3u8
凤凰中文,http://live.ergt4rt.wang/gangaotai.php?id=2
凤凰香港,http://qlive.fengshows.cn/live720p/PHK.flv?txSecret=8b7125c692389da69e056d3f73897627&txTime=16ecb504dfe
HKS,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
HKS,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xianggangweishi_2_hd.m3u8
MASTV,http://stream.mastvnet.com/MASTV/sd/live.m3u8
TVB翡翠台,http://hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791abc.flv
TVB翡翠台,http://live.ergt4rt.wang/gangaotai.php?id=1
TVB星河,http://live.ergt4rt.wang/gangaotai.php?id=17
TVB明珠台,http://live.ergt4rt.wang/gangaotai.php?id=13
J2,http://live.ergt4rt.wang/gangaotai.php?id=12
澳门莲花,http://live-rtmp.macaulotustv.com/lotustv/5562e9e4d409d24c9600075c.m3u8
互动新闻台,http://202.175.127.77/live/show/ch2/index.m3u8
Channal[V],rtmp://58.200.131.2:1935/livetv/channelv
星空卫视,http://live.ergt4rt.wang/gangaotai.php?id=18
